,movie_index,code,mbti,title,subtitle,link,image,pubDate,director,actors,rating
2029,1154,133402,ESFJ ENFP ISFJ INTP ,피케이: 별에서 온 얼간이,PK,https://movie.naver.com/movie/bi/mi/basic.nhn?code=133402,https://ssl.pstatic.net/imgmovie/mdi/mit110/1334/133402_P49_104928.jpg,2014,라지쿠마르 히라니,"['아미르 칸', '산제이 더트', '아누쉬카 샤르마']",9.13
2030,1155,10403,ESFJ ESTJ ENFJ ENTP ENTJ ISTP ISTJ ,네트워크,Network,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10403,https://ssl.pstatic.net/imgmovie/mdi/mit110/0104/A0403-00.jpg,1976,시드니 루멧,"['페이 더너웨이', '윌리엄 홀든', '피터 핀치', '로버트 듀발']",8.46
2031,1156,13247,ESFJ ENFP ISTJ ,신부의 아버지,Father Of The Bride,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13247,https://ssl.pstatic.net/imgmovie/mdi/mit110/0132/A3247-00.jpg,1991,찰스 샤이어,['스티브 마틴'],8.53
2032,1157,111954,ESFJ ESTP ,파라노말 액티비티: 더 고스트 디멘션,Paranormal Activity: The Ghost Dimension,https://movie.naver.com/movie/bi/mi/basic.nhn?code=111954,https://ssl.pstatic.net/imgmovie/mdi/mit110/1119/111954_P08_174941.jpg,2015,그레고리 플로킨,"['크리스 J. 머레이', '브릿 쇼', '아이비 조지']",5.51
2033,1157,113856,ESFJ ESTP ,파라노말 액티비티 : 더 마크드 원스,Paranormal Activity: The Marked Ones,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113856,https://ssl.pstatic.net/imgmovie/mdi/mit110/1138/113856_P01_112249.jpg,2014,크리스토퍼 랜던,"['앤드류 제이콥스', '몰리 에브라임', '리처드 카브랄', '크리스탈 산토스']",5.93
2034,1157,103631,ESFJ ESTP ,30 나이츠 오브 파라노말 액티비티,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103631,https://ssl.pstatic.net/imgmovie/mdi/mit110/1036/103631_P01_165142.jpg,2013,크레이그 모스,"['캐스린 피오르', '플립 슐츠', '올리비아 알렉산더']",1.5
2035,1157,92131,ESFJ ESTP ,파라노말 액티비티 4,Paranormal Activity4,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92131,https://ssl.pstatic.net/imgmovie/mdi/mit110/0921/92131_P02_134330.jpg,2012,아리엘 슐만,"['케이티 피더스턴', '캐서린 뉴튼', '브래디 알렌', '맷 쉬블리']",5.01
2036,1157,82440,ESFJ ESTP ,파라노말 액티비티 3,Paranormal Activity 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82440,https://ssl.pstatic.net/imgmovie/mdi/mit110/0824/82440_P10_161605.jpg,2011,헨리 유스트,"['케이티 피더스턴', '스프라그 그레이든']",6.92
2037,1157,73787,ESFJ ESTP ,파라노말 액티비티 2,Paranormal Activity 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73787,https://ssl.pstatic.net/imgmovie/mdi/mit110/0737/73787_P08_193657.jpg,2010,토드 윌리엄스,"['케이티 피더스턴', '미카 슬로앳']",6.54
2038,1157,82461,ESFJ ESTP ,파라노말 액티비티 : 도쿄나이트,Paranormal Activity 2: Tokyo Night,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82461,https://ssl.pstatic.net/imgmovie/mdi/mit110/0824/82461_P11_114452.jpg,2010,나가에 토시카즈,"['나카무라 아오이', '아오야마 노리코']",6.06
2039,1157,71073,ESFJ ESTP ,파라노말 액티비티,Paranormal Activity,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71073,https://ssl.pstatic.net/imgmovie/mdi/mit110/0710/71073_P24_120825.jpg,2007,오렌 펠리,"['케이티 피더스턴', '미카 슬로앳', '마크 프레드릭스', '애슐리 팰머', '엠버 암스트롱']",7.46
2040,1158,119464,ESFJ ENFP ENTP ,소시지 파티,Sausage Party,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119464,https://ssl.pstatic.net/imgmovie/mdi/mit110/1194/119464_P01_133915.jpg,2016,그렉 티어난,"['조나 힐', '세스 로건', '제임스 프랭코', '크리스틴 위그', '빌 헤이더', '마이클 세라', '대니 맥브라이드']",7.8
2041,1159,15302,ESFJ ESTP ISFJ ,광란의 사랑,Wild At Heart,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15302,https://ssl.pstatic.net/imgmovie/mdi/mit110/0153/A5302-01.jpg,1990,데이빗 린치,"['니콜라스 케이지', '로라 던']",7.73
2042,1160,18286,ESFJ ESTP ESTJ ENTP ISFJ ISTP INFP INTP ,너티 프로페서,The Nutty Professor,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18286,https://ssl.pstatic.net/imgmovie/mdi/mit110/0182/A8286-01.jpg,1996,톰 새디악,['에디 머피'],8.33
2043,1161,84414,ESFJ ISFP ,서약,The Vow,https://movie.naver.com/movie/bi/mi/basic.nhn?code=84414,https://ssl.pstatic.net/imgmovie/mdi/mit110/0844/84414_P26_100535.jpg,2012,마이클 수지,"['레이첼 맥아담스', '채닝 테이텀']",8.24
2044,1162,127393,ESFJ ESTP ENFP INFP INTP ,페이퍼 타운,Paper Towns,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127393,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127393_P01_102621.jpg,2015,제이크 슈레이어,"['냇 울프', '할스톤 세이지', '카라 델레바인', '카라 부오노']",7.67
2045,1163,168012,ESFJ ENFJ ISTJ INTJ ,"어디갔어, 버나뎃","Where'd You Go, Bernadette",https://movie.naver.com/movie/bi/mi/basic.nhn?code=168012,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168012_P07_144950.jpg,2019,리처드 링클레이터,"['케이트 블란쳇', '빌리 크루덥', '엠마 넬슨', '크리스틴 위그', '주디 그리어']",8.94
2046,1164,31108,ESFJ ESTP ENFP ,일곱가지 유혹,Bedazzled,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31108,https://ssl.pstatic.net/imgmovie/mdi/mit110/0311/C1108-00.jpg,2000,해롤드 래미스,"['브렌든 프레이저', '엘리자베스 헐리', '프란시스 오코너', '올란도 존스']",7.97
2047,1165,174626,ESFJ ISTP INTJ ,업그레이드,Upgrade,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174626,https://ssl.pstatic.net/imgmovie/mdi/mit110/1746/174626_P11_140653.jpg,2018,리 워넬,['로건 마샬 그린'],9.07
2048,1166,16947,ESFJ ESTJ ENFJ ISFJ ISTJ ,엘리펀트 맨,The Elephant Man,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16947,https://ssl.pstatic.net/imgmovie/mdi/mit110/0169/16947_P06_172623.jpg,1980,데이빗 린치,"['안소니 홉킨스', '존 허트', '앤 밴크로프트']",8.96
2049,1167,95808,ESFJ ESTJ ENTJ INTP ,위험한 패밀리,The Family,https://movie.naver.com/movie/bi/mi/basic.nhn?code=95808,https://ssl.pstatic.net/imgmovie/mdi/mit110/0958/95808_P16_175029.jpg,2013,뤽 베송,"['로버트 드 니로', '미셸 파이퍼', '토미 리 존스']",8.41
2050,1168,31110,ESFJ ISTJ INFJ ,아름다운 세상을 위하여,Pay It Forward,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31110,https://ssl.pstatic.net/imgmovie/mdi/mit110/0311/C1110-00.jpg,2000,미미 레더,"['케빈 스페이시', '헬렌 헌트', '할리 조엘 오스먼트']",9.15
2051,1169,104072,ESFJ ISFP INFP INFJ ,그레이트 뷰티,The Great Beauty,https://movie.naver.com/movie/bi/mi/basic.nhn?code=104072,https://ssl.pstatic.net/imgmovie/mdi/mit110/1040/104072_P18_115646.jpg,2013,파올로 소렌티노,"['세레나 그랜디', '사브리나 페릴리', '토니 세르빌로']",7.91
2052,1170,181970,ESFJ ISFJ ISTP ISTJ INFP ,페어웰,The Farewell,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181970,https://ssl.pstatic.net/imgmovie/mdi/mit110/1819/181970_P10_114042.jpg,2019,룰루 왕,['아콰피나'],7.69
2054,1171,18928,ESFJ ENFP ENTP ISFP ,청춘 스케치,Reality Bites,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18928,https://ssl.pstatic.net/imgmovie/mdi/mit110/0189/A8928-00.jpg,1994,벤 스틸러,"['위노나 라이더', '에단 호크', '벤 스틸러', '재닌 가로팔로', '스티브 잔', '스우지 커즈']",8.32
2055,1172,64686,ESFJ ESTP ENFJ ENTJ ISFJ INTP ,소셜 네트워크,The Social Network,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64686,https://ssl.pstatic.net/imgmovie/mdi/mit110/0646/64686_P26_101416.jpg,2010,데이빗 핀처,"['제시 아이젠버그', '앤드류 가필드', '저스틴 팀버레이크', '아미 해머']",7.84
2056,1173,12134,ESFJ ISFJ INFP ,귀여운 바람둥이,Mermaids,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12134,https://ssl.pstatic.net/imgmovie/mdi/mit110/0121/A2134-01.jpg,1990,리차드 벤자민,"['셰어', '밥 호스킨스', '위노나 라이더']",8.29
2057,1174,10304,ESFJ ESTJ ENFP ENTP ISFP ISTP ISTJ INFJ INTJ ,괴물,The Thing,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10304,https://ssl.pstatic.net/imgmovie/mdi/mit110/0103/A0304-06.jpg,1982,존 카펜터,['커트 러셀'],8.78
2058,1175,12707,ESFJ ,버드,Bird,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12707,https://ssl.pstatic.net/imgmovie/mdi/mit110/0127/A2707-01.jpg,1988,클린트 이스트우드,"['포레스트 휘태커', '다이안 베노라', '마이클 젤니커']",8.0
2059,1176,151170,ESFJ ESTP ENTP ISFP ISFJ ISTP INTP ,T2: 트레인스포팅 2,T2: Trainspotting 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151170,https://ssl.pstatic.net/imgmovie/mdi/mit110/1511/151170_P03_152714.jpg,2017,대니 보일,"['이완 맥그리거', '로버트 칼라일', '조니 리 밀러', '이완 브렘너']",8.17
2060,1176,17967,ESFJ ESTP ENTP ISFP ISFJ ISTP INTP ,트레인스포팅,Trainspotting,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17967,https://ssl.pstatic.net/imgmovie/mdi/mit110/0179/A7967-00.jpg,1996,대니 보일,"['이완 맥그리거', '이완 브렘너', '조니 리 밀러', '케빈 맥키드', '로버트 칼라일', '켈리 맥도날드']",8.88
2061,1177,39778,ESFJ ISFP INFJ ,스팽글리쉬,Spanglish,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39778,https://ssl.pstatic.net/imgmovie/mdi/mit110/0397/C9778-00.jpg,2004,제임스 L. 브룩스,"['아담 샌들러', '티아 레오니']",8.39
2062,1179,154278,ESFJ ENTP ENTJ ISFJ INFP INFJ ,카메론 포스트의 잘못된 교육,The Miseducation of Cameron Post,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154278,https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154278_P14_143539.jpg,2018,디자이리 아카반,"['클로이 모레츠', '제니퍼 엘', '퀸 쉐퍼드', '사샤 레인', '마린 아일랜드', '존 갤러거 주니어', '오웬 캠벨', '포레스트 굿럭']",8.4
2063,1180,172752,ESFJ ENFJ INFP INFJ ,덤플링,Dumplin',https://movie.naver.com/movie/bi/mi/basic.nhn?code=172752,https://ssl.pstatic.net/imgmovie/mdi/mit110/1727/172752_P01_144033.jpg,2018,앤 플레쳐,"['다니엘 맥도널드', '제니퍼 애니스톤', '루크 벤워드', '오데야 러쉬']",6.64
2064,1181,150688,ESFJ ENFP INTP ,그린치,The Grinch,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150688,https://ssl.pstatic.net/imgmovie/mdi/mit110/1506/150688_P30_101919.jpg,2018,야로우 체니,"['베네딕트 컴버배치', '퍼렐 윌리엄스']",8.33
2065,1182,54565,ESFJ ENFP ISFJ ISTJ INFJ INTJ ,프로포즈,The Proposal,https://movie.naver.com/movie/bi/mi/basic.nhn?code=54565,https://ssl.pstatic.net/imgmovie/mdi/mit110/0545/54565_P00_121829.jpg,2009,앤 플레쳐,"['산드라 블록', '라이언 레이놀즈']",8.67
2066,1183,66249,ESFJ INFP ,다즐링 주식회사,The Darjeeling Limited,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66249,https://ssl.pstatic.net/imgmovie/mdi/mit110/0662/F6249-00.jpg,2007,웨스 앤더슨,"['오웬 윌슨', '애드리언 브로디', '제이슨 슈왈츠먼', '아마라 카렌', '월레스 우로다스키']",7.25
2068,1185,44922,ESFJ ENFP ISTJ ,쇼퍼홀릭,Confessions Of A Shopaholic,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44922,https://ssl.pstatic.net/imgmovie/mdi/mit110/0449/D4922-00.jpg,2009,피 제이 호건,"['아일라 피셔', '휴 댄시', '조안 쿠삭', '존 굿맨', '존 리스고', '크리스틴 스콧 토마스']",7.09
2069,1186,18568,ESFJ ,마지막 웃음,The Last Laugh,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18568,https://ssl.pstatic.net/imgmovie/mdi/mit110/0185/18568_P00_155044.jpg,1924,프리드리히 빌헬름 무르나우,"['에밀 야닝스', '말리 델샤프트', '맥스 힐러']",8.31
2070,1187,10575,ESFJ ESTP ENFP ENFJ ISTJ ,작은 아씨들,Little Women,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10575,https://ssl.pstatic.net/imgmovie/mdi/mit110/0105/A0575-01.jpg,1933,조지 큐커,"['캐서린 헵번', '조안 베넷']",8.0
2071,1188,182012,ESFJ ESTP ESTJ ENFP ENTP ENTJ ISTP INFP INFJ ,어글리 돌,UglyDolls,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182012,https://ssl.pstatic.net/imgmovie/mdi/mit110/1820/182012_P08_135215.jpg,2019,켈리 애스버리,"['엠마 로버츠', '자넬 모네', '닉 조나스', '켈리 클락슨', '핏불']",9.05
2072,1189,10242,ESFJ ESTP ESTJ ENFP ENTP ISFP ISTJ INFP ,더티 댄싱,Dirty Dancing,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10242,https://ssl.pstatic.net/imgmovie/mdi/mit110/0102/A0242-00.jpg,1987,에밀 아돌리노,"['패트릭 스웨이지', '제니퍼 그레이', '제리 오바치', '신시아 로즈']",9.03
2073,1190,29712,ESFJ ESTP ISFP ISTJ INFJ ,와호장룡,"Crouching Tiger, Hidden Dragon",https://movie.naver.com/movie/bi/mi/basic.nhn?code=29712,https://ssl.pstatic.net/imgmovie/mdi/mit110/0297/B9712-00.jpg,2000,이안,"['주윤발', '양자경', '장쯔이', '장첸']",8.53
2074,1191,33147,ESFJ ENFJ INTJ ,피아니스트,The Piano Teacher,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33147,https://ssl.pstatic.net/imgmovie/mdi/mit110/0331/33147_P16_100101.jpg,2001,미카엘 하네케,"['이자벨 위페르', '브느와 마지멜']",7.97
2075,1192,78842,ESFJ ESTP INFP INTJ ,스피크,Speak,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78842,https://ssl.pstatic.net/imgmovie/mdi/mit110/0788/78842_P01_185437.jpg,2004,제시카 샤저,"['크리스틴 스튜어트', '마이클 안가라노']",9.09
2077,1193,103596,ESFJ ESTP ENFJ ENTJ ISFJ ISTJ INFP INFJ ,우드 유 래더,Would You Rather,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103596,https://ssl.pstatic.net/imgmovie/mdi/mit110/1035/103596_P01_173615.jpg,2012,데이빗 가이 레비,"['브리타니 스노우', '제프리 콤스', '조니 코인']",6.17
2079,1194,81935,ESFJ ESTP ESTJ ISFJ ISTP INFP ,밀레니엄 : 여자를 증오한 남자들,The Girl With The Dragon Tattoo,https://movie.naver.com/movie/bi/mi/basic.nhn?code=81935,https://ssl.pstatic.net/imgmovie/mdi/mit110/0819/81935_P04_141752.jpg,2011,데이빗 핀처,"['다니엘 크레이그', '루니 마라']",8.09
2080,1195,37758,ESFJ ESTP ESTJ ISFJ ISTJ INFJ INTP INTJ ,투모로우,The Day After Tomorrow,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37758,https://ssl.pstatic.net/imgmovie/mdi/mit110/0377/C7758-00.jpg,2004,롤랜드 에머리히,"['데니스 퀘이드', '제이크 질렌할', '이안 홈', '에미 로섬', '셀라 워드', '대쉬 미혹', '케네스 웰쉬']",8.66
2081,1196,52541,ESFJ ESTJ ENTP INFP ,라스트 에어벤더,The Last Airbender,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52541,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52541_P54_180825.jpg,2010,M. 나이트 샤말란,"['노아 링어', '잭슨 라스본', '니콜라 펠츠', '데브 파텔']",4.74
2082,1197,104440,ESFJ ESTJ ENTP ENTJ ISFJ ,베이워치: SOS 해상 구조대,Baywatch,https://movie.naver.com/movie/bi/mi/basic.nhn?code=104440,https://ssl.pstatic.net/imgmovie/mdi/mit110/1044/104440_P07_145134.jpg,2017,세스 고든,"['알렉산드라 다드다리오', '잭 에프론', '드웨인 존슨', '프리앙카 초프라']",6.69
2083,1199,29323,ESFJ ENTP ISFJ INFP ,사랑도 리콜이 되나요,High Fidelity,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29323,https://ssl.pstatic.net/imgmovie/mdi/mit110/0293/B9323-00.jpg,2000,스티븐 프리어즈,"['존 쿠삭', '잭 블랙', '리사 보넷', '조엘리 카터', '조안 쿠삭', '사라 길버트', '이븐 야일리', '토드 루이소', '릴리 테일러', '나타샤 그렉슨 와그너']",7.85
2084,1200,91587,ESFJ ENTP INFJ ,톰과 제리 &amp; 오즈의 마법사,Tom and Jerry &amp; The Wizard of Oz,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91587,https://ssl.pstatic.net/imgmovie/mdi/mit110/0915/91587_P01_133510.jpg,2011,스파이크 브랜트,"['그레이 딜라일', '조 알라스키', '마이클 고프']",8.67
2087,1200,10448,ESFJ ENTP INFJ ,오즈의 마법사,The Wizard Of Oz,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10448,https://ssl.pstatic.net/imgmovie/mdi/mit110/0104/10448_P49_103547.jpg,1939,빅터 플레밍,"['주디 갈랜드', '프랭크 모건', '레이 볼거', '버트 라르', '잭 헤일리', '빌리 버크']",9.14
2090,1201,11150,ESFJ ESTP ESTJ INTP ,특급 비밀,Top Secret!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11150,https://ssl.pstatic.net/imgmovie/mdi/mit110/0111/A1150-01.jpg,1984,짐 에이브람스,"['발 킬머', '루시 게터리즈']",7.81
2091,1202,30213,ESFJ ESTP ESTJ ISFP ISFJ ISTJ ,사냥꾼의 밤,The Night Of The Hunter,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30213,https://ssl.pstatic.net/imgmovie/mdi/mit110/0302/C0213-01.jpg,1955,찰스 로튼,"['로버트 미첨', '쉘리 윈터스']",8.6
2092,1203,66751,ESFJ ESTP ISFJ ISTP ISTJ INTP ,노인을 위한 나라는 없다,No Country For Old Men,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66751,https://ssl.pstatic.net/imgmovie/mdi/mit110/0667/66751_P21_103633.jpg,2007,에단 코엔,"['토미 리 존스', '하비에르 바르뎀', '조슈 브롤린']",8.22
2093,1204,10313,ESFJ ESTJ ENTP INFP ,뜨거운 오후,Dog Day Afternoon,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10313,https://ssl.pstatic.net/imgmovie/mdi/mit110/0103/A0313-01.jpg,1975,시드니 루멧,['알 파치노'],8.52
2095,1205,164114,ESFJ ESTP ESTJ ENTJ ISFP ISFJ ISTJ INFJ INTP INTJ ,레지던트 이블: 벤데타,Resident Evil: Vendetta,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164114,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164114_P01_162339.jpg,2017,츠지모토 다카노리,"['케빈 도만', '매튜 머서']",7.41
2096,1205,110333,ESFJ ESTP ESTJ ENTJ ISFP ISFJ ISTJ INFJ INTP INTJ ,레지던트 이블: 파멸의 날,Resident Evil: The Final Chapter,https://movie.naver.com/movie/bi/mi/basic.nhn?code=110333,https://ssl.pstatic.net/imgmovie/mdi/mit110/1103/110333_P18_095856.jpg,2016,폴 앤더슨,"['밀라 요보비치', '알리 라터', '이아인 글렌', '숀 로버츠']",8.38
2097,1205,83741,ESFJ ESTP ESTJ ENTJ ISFP ISFJ ISTJ INFJ INTP INTJ ,레지던트 이블 5 : 최후의 심판 3D,Resident Evil: Retribution,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83741,https://ssl.pstatic.net/imgmovie/mdi/mit110/0837/83741_P55_151223.jpg,2012,폴 앤더슨,['밀라 요보비치'],5.84
2100,1205,53751,ESFJ ESTP ESTJ ENTJ ISFP ISFJ ISTJ INFJ INTP INTJ ,레지던트 이블 4: 끝나지 않은 전쟁 3D,Resident Evil: Afterlife,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53751,https://ssl.pstatic.net/imgmovie/mdi/mit110/0537/53751_P17_114406.jpg,2010,폴 앤더슨,['밀라 요보비치'],6.27
2101,1205,51092,ESFJ ESTP ESTJ ENTJ ISFP ISFJ ISTJ INFJ INTP INTJ ,레지던트 이블: 디제너레이션,Resident Evil: Degeneration,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51092,https://ssl.pstatic.net/imgmovie/mdi/mit110/0510/E1092-01.jpg,2008,카미야 마코토,"['앨리슨 코트', '폴 머시어', '로라 베일리', '스티브 브럼', '크리스핀 프리맨', '데이브 맬로우', '미셀 러프', '마이클 소리치']",8.16
2102,1205,53825,ESFJ ESTP ESTJ ENTJ ISFP ISFJ ISTJ INFJ INTP INTJ ,레지던트 이블 3 - 인류의 멸망,Resident Evil: Extinction,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53825,https://ssl.pstatic.net/imgmovie/mdi/mit110/0538/E3825-00.jpg,2007,러셀 멀케이,['밀라 요보비치'],7.46
2103,1205,35297,ESFJ ESTP ESTJ ENTJ ISFP ISFJ ISTJ INFJ INTP INTJ ,레지던트 이블 2,Resident Evil: Apocalypse,https://movie.naver.com/movie/bi/mi/basic.nhn?code=35297,https://ssl.pstatic.net/imgmovie/mdi/mit110/0352/C5297-00.jpg,2004,알렉산더 윗,"['밀라 요보비치', '시에나 길로리', '오데드 페르', '토마스 크레취만', '소피 바바서', '샌드린 홀트', '아도티 라자크', '자레드 해리스', '마이크 엡스']",8.04
2104,1207,69858,ESFJ ESTP ESTJ ISFP INFP INTJ ,문프린세스: 문에이커의 비밀,The Secret Of Moonacre,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69858,https://ssl.pstatic.net/imgmovie/mdi/mit110/0698/F9858-00.jpg,2008,가버 추보,"['이안 그루퍼드', '다코타 블루 리차드', '팀 커리', '나타샤 맥켈혼']",5.73
2105,1208,36505,ESFJ ENFJ ENTJ INFP ,러브 인 맨하탄,Maid In Manhattan,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36505,https://ssl.pstatic.net/imgmovie/mdi/mit110/0365/C6505-00.jpg,2002,웨인 왕,"['제니퍼 로페즈', '랄프 파인즈']",6.54
2106,1209,11167,ESFJ ENTJ ISFP ,가을 소나타,Autumn Sonata,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11167,https://ssl.pstatic.net/imgmovie/mdi/mit110/0111/11167_P00_175604.jpg,1978,잉그마르 베르히만,"['잉그리드 버그만', '리브 울만']",8.31
2109,1210,75473,ESFJ ESTP ,에브리씽 유브 갓,How Do You Know,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75473,https://ssl.pstatic.net/imgmovie/mdi/mit110/0754/75473_P01_163702.jpg,2010,제임스 L. 브룩스,"['리즈 위더스푼', '폴 러드']",6.85
2110,1212,144379,ESFJ ESTP ESTJ ISFP INFP INTJ ,러빙 빈센트,Loving Vincent,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144379,https://ssl.pstatic.net/imgmovie/mdi/mit110/1443/144379_P79_162604.jpg,2017,도로타 코비엘라,"['더글러스 부스', '시얼샤 로넌', '제롬 플린', '에이단 터너']",9.22
2111,1213,158647,ESFJ ISFP ISFJ ISTP ISTJ INFP INTP ,인시디어스4: 라스트 키,Insidious: The Last Key,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158647,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158647_P10_112604.jpg,2017,애덤 로비텔,"['스펜서 로크', '린 샤예', '조쉬 스튜어트', '하비에르 보텟']",6.83
2112,1213,114286,ESFJ ISFP ISFJ ISTP ISTJ INFP INTP ,인시디어스 3,Insidious: Chapter 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=114286,https://ssl.pstatic.net/imgmovie/mdi/mit110/1142/114286_P02_160626.jpg,2015,리 워넬,"['더모트 멀로니', '스테파니 스콧', '앵거스 샘슨', '린 샤예']",6.84
2113,1213,101700,ESFJ ISFP ISFJ ISTP ISTJ INFP INTP ,인시디어스: 두번째 집,Insidious: Chapter 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=101700,https://ssl.pstatic.net/imgmovie/mdi/mit110/1017/101700_P11_143140.jpg,2013,제임스 완,"['로즈 번', '패트릭 윌슨', '린 샤예', '타이 심킨스', '바바라 허쉬', '다니엘 비서티']",7.24
2114,1213,78621,ESFJ ISFP ISFJ ISTP ISTJ INFP INTP ,인시디어스,Insidious,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78621,https://ssl.pstatic.net/imgmovie/mdi/mit110/0786/78621_P32_144201.jpg,2010,제임스 완,"['패트릭 윌슨', '로즈 번', '리 워넬', '바바라 허쉬']",7.6
2115,1214,16557,ESFJ ESTP ENFJ ENTP ,해외 특파원,Foreign Correspondent,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16557,https://ssl.pstatic.net/imgmovie/mdi/mit110/0165/A6557-01.jpg,1940,알프레드 히치콕,['조엘 맥크리어'],6.8
2116,1215,10774,ESFJ ESTJ ENTP ISFP ISFJ ISTP ,로라,Laura,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10774,https://ssl.pstatic.net/imgmovie/mdi/mit110/0107/A0774-01.jpg,1944,오토 프레밍거,"['진 티어니', '다나 앤드류스']",7.81
2117,1216,11085,ESFJ ESTJ ENFJ ENTP ISFP INTP INTJ ,치티 치티 뱅 뱅,Chitty Chitty Bang Bang,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11085,https://ssl.pstatic.net/imgmovie/mdi/mit110/0110/A1085-01.jpg,1968,켄 휴즈,"['딕 반 다이크', '샐리 앤 하우즈', '리오넬 제프리스', '게르트 프뢰베']",7.76
2118,1217,142272,ESFJ ESTP ENFP ISFJ INFJ ,다운사이징,Downsizing,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142272,https://ssl.pstatic.net/imgmovie/mdi/mit110/1422/142272_P24_134917.jpg,2017,알렉산더 페인,"['맷 데이먼', '크리스토프 왈츠', '홍 차우']",5.23
